Seed,Scheme,Approach,w1,b1,b2,wy,by,k_best,base_estimator,Missing_Percent,Accuracy,Balanced_Acc,F1,ROC_AUC,Imputation_score
0,MAR1,self_training,1.0,2.0,,,,1.0,XGBClassifier,81.73,0.37142857142857144,0.37254901960784315,0.35294117647058826,0.35947712418300654,"[0.5, 0.5, 0.8, 0.6333333333333333, 0.7083333333333333, 0.7571428571428571, 0.7333333333333334, 0.7666666666666666, 0.75, 0.7747252747252746, 0.7619047619047619, 0.78125, 0.7973856209150327, 0.8111111111111111, 0.8229665071770335, 0.8333333333333333, 0.8424908424908425, 0.8311036789297659, 0.8392857142857143, 0.7933333333333333, 0.7524038461538461, 0.7636165577342048, 0.746588693957115, 0.7328042328042328, 0.702922077922078, 0.6754122938530734, 0.6499999999999999, 0.6264516129032258, 0.6045673076923077, 0.6004464285714286, 0.58098223615465, 0.5627450980392157, 0.5456221198156681, 0.5441558441558441, 0.5428571428571428, 0.5277777777777778, 0.5135135135135135, 0.5, 0.5, 0.48749218261413385, 0.47560975609756095, 0.4648326715825298]"
0,MAR1,label_propagation,1.0,2.0,,,,,,81.73,0.6,0.6078431372549019,0.46153846153846156,0.630718954248366,"[0.5357142857142857, 0.5357142857142857, 0.5357142857142857, 0.5357142857142857, 0.5476190476190477, 0.5476190476190477, 0.5714285714285714, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.5717054263565892, 0.5717054263565892, 0.5717054263565892, 0.5717054263565892, 0.5717054263565892, 0.5717054263565892, 0.5717054263565892, 0.5717054263565892, 0.5717054263565892, 0.5717054263565892, 0.5717054263565892, 0.5717054263565892, 0.5717054263565892, 0.5717054263565892, 0.5717054263565892, 0.5717054263565892]"
0,MAR1,naive,3.0,0.0,,,,,,44.23,0.7142857142857143,0.7189542483660131,0.6666666666666666,0.8071895424836601,[]
0,MAR1,self_training,3.0,0.0,,,,1.0,SVC,44.23,0.7428571428571429,0.7434640522875817,0.7428571428571429,0.826797385620915,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9444444444444444, 0.95, 0.9545454545454546, 0.9583333333333333, 0.9615384615384616, 0.9642857142857143, 0.9666666666666667, 0.96875, 0.907843137254902, 0.8823529411764706, 0.8888888888888888, 0.8947368421052632, 0.8759398496240601, 0.8604118993135011, 0.8473684210526315, 0.8288461538461538]"
0,MAR1,self_training,3.0,0.0,,,,1.0,LogisticRegression,44.23,0.7714285714285715,0.7745098039215685,0.75,0.8594771241830065,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9583333333333333, 0.9615384615384616, 0.9642857142857143, 0.9666666666666667, 0.96875, 0.9375, 0.9411764705882353, 0.9444444444444444, 0.8947368421052632, 0.8759398496240601, 0.8568181818181818, 0.8625, 0.8673076923076923]"
0,MAR1,self_training,3.0,0.0,,,,1.0,RandomForestClassifier,44.23,0.8285714285714286,0.8284313725490196,0.8333333333333334,0.8954248366013071,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.96875, 0.9705882352941176, 0.9473684210526316, 0.9179566563467492, 0.8991596638655461, 0.8836317135549872, 0.8888888888888888, 0.8473684210526315, 0.8538461538461539]"
0,MAR1,self_training,3.0,0.0,,,,1.0,XGBClassifier,44.23,0.6857142857142857,0.6895424836601307,0.6451612903225806,0.826797385620915,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9615384615384616, 0.9642857142857143, 0.9666666666666667, 0.9411764705882353, 0.9210526315789473, 0.9047619047619048, 0.8714285714285714, 0.84593837535014, 0.803030303030303, 0.7916666666666667, 0.7547368421052632, 0.7211538461538461]"
0,MAR1,label_propagation,3.0,0.0,,,,,,44.23,0.6571428571428571,0.6617647058823529,0.6,0.6568627450980392,"[0.6, 0.6307692307692307, 0.6807692307692308, 0.7057692307692308, 0.7307692307692308, 0.7307692307692308, 0.7307692307692308, 0.7307692307692308, 0.7307692307692308, 0.7307692307692308, 0.7307692307692308]"
0,MAR1,naive,3.0,2.0,,,,,,67.31,0.6857142857142857,0.6813725490196079,0.7317073170731707,0.7875816993464052,[]
0,MAR1,self_training,3.0,2.0,,,,1.0,SVC,67.31,0.9142857142857143,0.9133986928104575,0.918918918918919,0.9542483660130718,"[1.0, 1.0, 0.875, 0.9, 0.9166666666666667, 0.9285714285714286, 0.9375, 0.9444444444444444, 0.95, 0.9545454545454546, 0.9583333333333333, 0.9615384615384616, 0.9642857142857143, 0.9666666666666667, 0.96875, 0.9705882352941176, 0.9722222222222222, 0.9736842105263157, 0.975, 0.9761904761904762, 0.9565217391304348, 0.94, 0.898076923076923, 0.9021164021164021, 0.8652597402597402, 0.8545454545454545, 0.8451704545454546, 0.8368983957219251, 0.8295454545454546, 0.8349001175088131, 0.8283166109253066, 0.8223753976670201, 0.8273809523809523, 0.8004651162790697, 0.7955555555555556]"
