Seed,Scheme,Approach,Missing_Percent,Accuracy,Balanced_Acc,F1,ROC_AUC
26,MCAR_0.5,pseudo_labels,48.82,0.9368836291913215,0.5,0.0,0.8553947368421053
26,MCAR_0.5,iterative_pseudo_labels,48.82,0.9368836291913215,0.5,0.0,0.8553947368421053
26,MCAR_0.8,naive,78.03,0.9309664694280079,0.5551315789473684,0.18604651162790697,0.8252631578947368
26,MCAR_0.8,pseudo_labels,78.03,0.9368836291913215,0.5,0.0,0.8288815789473685
26,MCAR_0.8,iterative_pseudo_labels,78.03,0.9368836291913215,0.5,0.0,0.8288815789473685
26,MAR1,naive,25.72,0.9309664694280079,0.5551315789473684,0.18604651162790697,0.8503947368421053
26,MAR1,pseudo_labels,25.72,0.9309664694280079,0.4968421052631579,0.0,0.8548026315789474
26,MAR1,iterative_pseudo_labels,25.72,0.9309664694280079,0.4968421052631579,0.0,0.8548026315789474
26,MAR2,naive,25.2,0.9289940828402367,0.5249342105263157,0.1,0.8436184210526316
26,MAR2,pseudo_labels,25.2,0.9289940828402367,0.4957894736842105,0.0,0.8398684210526315
26,MAR2,iterative_pseudo_labels,25.2,0.9289940828402367,0.4957894736842105,0.0,0.8398684210526315
26,MNAR,naive,25.0,0.9289940828402367,0.5249342105263157,0.1,0.8440131578947369
26,MNAR,pseudo_labels,25.0,0.9289940828402367,0.4957894736842105,0.0,0.847171052631579
26,MNAR,iterative_pseudo_labels,25.0,0.9289940828402367,0.4957894736842105,0.0,0.847171052631579
27,None,Oracle,0.0,0.9388560157790927,0.5447697368421053,0.16216216216216217,0.9052631578947368
